Country Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Guyane,,,,72.376631,70.6883392333984,71.3234481811523,71.9609527587891,72.601448059082,73.2446899414063,73.8870544433594,74.5240783691406,75.1512832641602,75.7642059326172,76.3583755493164,76.929313659668,77.5,73.3825878594249,78.5303497314453,79.0626983642578,77.6,82.3978424072266,83.7841720581055,85.0049819946289,85.9853134155273,86.9,88.3391723632813,89.7176361083984,90.8638610839844,91.8495254516602
Revenu élevé,99.81375549864113,99.85072480309715,99.84291464317472,99.85348460643706,99.85792009356973,99.86356922526717,99.86465209531855,99.8747163888275,99.89196352948584,99.88661891810497,99.9010998752795,99.8982441378023,99.904093395966,99.93787985516923,99.91404621952513,99.91785255451076,99.9434213085445,99.928787756934,99.93317368716828,99.95245836035174,99.94476455784161,99.96148876502811,99.97101776778385,99.95426786273872,99.97685278574261,99.97625419002532,99.96792344940148,99.99535395306988,99.99734140171493
"Chine, RAS de Hong Kong",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Honduras,,54.781937,58.913112,61.100156,64.733947,66.122022,61.68112,64.794754,66.859519,67.394103,67.4056015014648,64.2,63.141137,65.090464,67.113528,68.903309,71.266448,73.548187,76.396899,78.269685,80.984668,82.195298,83.607727,87.184881,88.653773,89.98171,91.6,86.5,91.88720703125
Pays pauvres très endettés (PPTE),,,,,,,,,,,18.92553181593903,22.26669761710293,22.46271737385639,23.57217639843986,24.28152194472838,22.320375595172727,25.830217262415175,34.363457740329,27.960935884737328,28.077619609454196,29.622917628680977,28.94274196626945,32.823110787253526,33.341045857138916,35.09868532486194,35.48035725990489,40.95798949410825,42.18439338597482,44.60372257734968
Croatie,,,,,,,,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Haïti,,,,,,31.3,29.693675994873,30.299560546875,30.9081916809082,31.5159454345703,33.7,31.542382,33.2892532348633,31.6,34.3851356506348,34.8964500427246,33.9,35.8823318481445,36.380069732666,36.8964500427246,37.4430618286133,38.0314826965332,37.9,39.3527870178223,40.0712890625,40.9844589233398,40.4,43.8,45.277889251709
Hongrie,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
BIRD seulement,,,,,,,,,,,83.71763311588096,82.76512943162403,85.10588426246859,85.75189848068035,86.27435479733879,87.18697707936126,88.0090627486603,88.69113129410327,89.42262762558887,90.57005693373745,91.45727306206021,89.20584844584381,92.80579760079321,93.15311532462584,93.96924837214439,95.23615497677193,95.93156419375333,96.86893030732705,97.80894963337765
BIRD et IDA,,,,,,,,,,,73.63397160929962,73.32391585197904,74.97397448752865,75.73940872093586,75.97126688624564,76.42249276439418,77.57177229718422,78.84231603348742,78.79781767862066,79.63404780463155,80.44384202817962,79.09669760291409,82.27933715284976,82.5705384826044,83.17274199914091,84.44259840358657,85.9758655305532,87.03783854427421,87.91321248013375
IDA totale,,,,,,,,,36.534715770296536,37.958877976305814,34.875007459984296,36.87624099922425,38.88468079778409,40.51622948289057,40.306338431952334,40.0103876665582,42.625807165321056,46.39337702844083,44.25665115013554,44.26949719353943,44.764502809062336,46.760823359022574,48.92858315615474,49.45595119748412,49.81046818437003,51.51450270742098,55.9969428101481,57.82368100271387,58.911048891872966
IDA mélange,,,,,,,,,53.75121097596932,55.091068962964584,54.494940116420985,55.215490952102115,55.6433538059484,58.01977556184419,56.8017983462974,57.281784875160604,57.475189366566354,58.53070572099356,58.90059017524201,58.12352207736017,57.03809800772077,61.78424882986992,61.359338021550066,62.427467312071244,61.5431417443058,61.558462323465804,66.57990968980954,64.60727343820386,66.72096494640616
Indonésie,,48.9,66.2638320922852,55.43,62.8,66.86,72.39,80.3,80.94,83.73,86.3,86.26,87.6,87.94,89.01,85.6768646240234,90.62,91.1,92.73,93.55,94.15,94.83,96.0,96.4642583061542,97.01,97.5373674369822,97.62,98.14,98.51
IDA seulement,,,,,,,,,,25.50013067302581,23.351646472043022,26.130924852125204,30.089657932138124,31.33396845979311,31.717604590821402,31.31576130674146,35.09442986403672,40.25852706656576,36.846704659819096,37.3219240039712,38.60879436390439,39.20928916439962,42.648943655844896,42.89286373294897,43.86552150503752,46.41922645278253,50.623837401395484,54.37802090871465,54.94353098586635
Île de Man,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Inde,,,,50.9,48.8495330810547,50.5580062866211,52.268871307373,53.9827346801758,55.6993408203125,60.1,59.1254577636719,55.8,62.3,64.1798400878906,64.4,67.4434356689453,67.9,70.6452713012695,72.2509918212891,75.0,76.3,67.6,79.9,80.7915420532227,83.5347213745117,88.0,89.6719207763672,92.6,95.2358551025391
Non classifié,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irlande,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"Iran, République islamique d’",,,,,,,,,,,97.9,97.8078079223633,97.9949035644531,98.1632385253906,98.3083572387695,98.4284515380859,98.4,98.6319046020508,98.7384262084961,98.8635940551758,99.0189819335938,99.216194152832,99.46337890625,99.7550659179688,100.0,99.9846954345703,100.0,100.0,100.0
Iraq,,,,,,,,,,,,,,,,,97.6221115649304,98.1,97.9187927246094,98.0071792602539,98.1257934570313,98.0,99.3,98.7515411376953,99.0420532226563,99.3592529296875,99.6942596435547,99.9098510742188,99.9
Islande,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Israël,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Italie,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Jamaïque,70.334586,77.2316741943359,78.0239105224609,78.8167495727539,79.6107788085938,80.406608581543,85.706045,82.0060501098633,82.8100204467773,84.554112,84.4108505249023,87.708112,86.681291,86.7273101806641,87.4589691162109,88.1656188964844,88.8561553955078,89.5421676635742,92.0,90.9469604492188,92.2,91.1,93.1,93.9,93.3,94.9,96.9973373413086,97.9645614624023,98.9332809448242
Jordanie,96.8,97.7941589355469,97.8872375488281,97.9809265136719,98.0758056640625,98.172477722168,98.2715530395508,98.9,98.4784317016602,98.5823669433594,98.6809616088867,98.7697372436523,99.5,98.8999633789063,99.173436820348,98.9399642944336,98.9313507080078,98.8,98.9121322631836,99.4,98.9674911499023,99.1481246948242,99.5,99.3657608032227,99.5804443359375,99.8218231201172,99.9292373657227,100.0,99.9
Japon,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Kazakhstan,,,,,,99.9,98.6033554077148,98.7210311889648,98.8414535522461,97.0,99.0752029418945,99.1795883178711,99.2696914672852,99.3410415649414,99.38916015625,99.4122695922852,99.766547651744,99.4217376708984,99.431266784668,100.0,99.5178451538086,99.7974683544304,99.7927017211914,99.904296875,99.9762573242188,100.0,100.0,100.0,100.0
Kenya,,,,10.9,2.29841494560242,4.47194576263428,6.64787149429321,8.82679080963135,14.5,13.1892490386963,15.3646945953369,17.5303230285645,19.6816673278809,16.0,23.9236240386963,26.0079708099365,28.0762119293213,30.1399269104004,32.2107009887695,23.0,19.2,38.5812225341797,40.7926635742188,43.0486030578613,36.0,41.6,65.4,63.5890884399414,75.0
République kirghize,,,,,,,,99.8,99.7015533447266,99.7303314208984,99.7537689208984,99.7673950195313,100.0,99.747314453125,99.7046737670898,99.4423076923077,99.5532455444336,99.4649505615234,99.3837203979492,99.3211288452148,99.0,99.4305419921875,99.8,99.5400695800781,99.8,99.8023147583008,99.9218292236328,100.0,100.0
Cambodge,,,,,,,,,18.67,8.87269973754883,16.6,15.5085153579712,18.8072299957275,19.3,25.3439292907715,20.5,31.791259765625,35.0023460388184,26.4,41.4572792053223,31.1,48.0331268310547,51.3919372558594,54.7952461242676,56.1,68.8159027099609,76.6025009155273,89.07,91.5506744384766
Kiribati,,,,,,,,,,,,,,,,69.6764054575327,68.8,67.4731979370117,69.8460922241211,64.19,63.1677367075983,77.1229705810547,79.6365356445313,82.1945877075195,84.7882461547852,90.5581814089579,93.5708160400391,98.6,100.0
Saint-Kitts-et-Nevis,,,,,,,,,,,,93.53,95.3539962768555,95.6927719116211,96.0083160400391,96.2988510131836,96.5732727050781,96.8431625366211,97.1201248168945,97.4157257080078,99.7138519287109,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"Corée, République de",99.9799270629883,99.9898681640625,99.9966583251953,99.9994812011719,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Koweït,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Amérique latine et Caraïbes (hors revenu élevé),,,88.11936911935128,88.75311534122689,89.66387784164726,88.04220301948051,89.03443462878053,89.48512918185233,90.13193871421832,90.81366758519668,91.15897252870522,91.81748504028572,92.42617186958402,92.49131947344337,93.05461258467304,93.40951168738903,94.0766054940141,94.3873569172557,95.13116949152867,95.26489265432342,95.87613701794847,96.12664027400166,96.48363942672172,96.82511538783729,96.95491449548683,97.23595830073872,97.43790983774915,97.7648346489697,98.24235548971411
République démocratique populaire lao,,,,31.0,26.1486110687256,25.0,31.791072845459,34.6164932250977,37.4446640014648,40.2719573974609,43.0939025878906,45.9060325622559,46.3,48.0,54.2388381958008,57.2,57.0410587037665,62.3946495056152,66.0,67.8478469848633,70.6139907836914,70.0,76.3666277465237,79.4735412597656,83.0171127319336,89.7,90.7551040649414,93.6,97.9198226928711
Liban,,,,,,,,,,,,,,,99.9,99.6017608642578,99.3838170909681,99.9,99.9,99.7856674194336,99.8782577514648,99.6840109542869,99.9923934936523,100.0,100.0,100.0,100.0,100.0,100.0
Libéria,,,,,,,,,,,,,,,,,,3.0,1.24338209629059,1.9,5.18985843658447,4.1,9.30016899108887,9.8,9.4,16.1107311248779,19.8,24.2,25.9182662963867
Libye,,,,,,,,,,,,97.0607604980469,95.3718795776367,93.6642379760742,91.9333801269531,90.1774978637695,88.4055099487305,86.6289978027344,84.8595428466797,83.1087341308594,81.3881530761719,79.7093811035156,78.0805892944336,76.4962997436523,74.9476089477539,73.4256134033203,71.9214172363281,70.4261245727539,67.0
Sainte-Lucie,,,,,,,,,,,,89.9,90.3943557739258,90.9106369018555,91.403694152832,91.8717346191406,92.3236694335938,92.7710723876953,93.2255401611328,93.6986465454102,94.2,94.8347015380859,95.3434225844005,95.9818954467773,96.6571197509766,97.3590469360352,98.0787658691406,98.8073883056641,99.5374984741211
Amérique latine et Caraïbes,,,88.48206318501228,89.09854553269024,89.96265967454613,88.42646583761513,89.3636056021887,89.81159548262742,90.46015017469632,91.08971441822578,91.44967302059622,92.04559022356139,92.63335449707799,92.76381372678381,93.24900694904812,93.5938876992022,94.27659920438214,94.54240687191093,95.25631759292594,95.42123338882625,95.9811758072694,96.2522846045207,96.61324170117369,96.90477354850098,97.07083065610368,97.33624417037223,97.54535799408485,97.87797172280185,98.33111314844821
Pays les moins avancés : classement de l’ONU,,,,,,,,,,,19.22597618601724,22.19688419162297,25.29535782090731,26.548576672595885,26.882265629543763,26.41128835611345,30.445141535620213,36.32798483709403,32.334914066643286,32.8323367630835,33.993766912596236,34.73427380114265,38.47070980801964,38.65960391777218,39.388723388608014,42.55122101700895,46.9139076974365,51.04709972407075,51.59021365355143
Faible revenu,,,,,,,,,,,15.181377965926409,19.142368466286605,22.74457360579766,24.073259856993463,24.26812482773544,21.371086078118026,25.713063761422905,35.99661056189602,27.71553583364715,27.064341589232715,28.928247709026138,27.959656824390443,32.2034976120415,32.42596647896047,32.98550476759383,33.21840576667044,38.74174958778792,40.64644324756888,41.87616998945553
Liechtenstein,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Sri Lanka,,,,,,,,,,,,63.6,80.7,74.2907028198242,75.8948135375977,77.4739074707031,79.0368957519531,80.0,82.1608810424805,83.7450485229492,85.3,87.76,87.0,90.2,92.2588043212891,94.0753021240234,97.5,97.5,99.5834045410156
"Revenu intermédiaire, tranche inférieure",,,,47.27215613501299,46.50336517980826,47.99618594778276,49.75036249082531,52.40413462357549,55.35555410535632,58.21785305144062,57.99903353070815,56.379710966785474,60.21136507666697,61.83391166541132,62.332826075138236,65.13407808907908,66.16209800870443,67.38536094908523,68.74216622408348,70.78312162205799,71.48149577181539,68.69865205152519,74.94371451721864,75.70370492653505,77.08886157674038,80.30261691045716,82.51471640373826,84.56850477829045,86.26147400176212
Revenu faible et intermédiaire,,,,,,,,,,,73.21576536911081,72.9144552456403,74.60156765338114,75.37908770995546,75.62583587823194,76.09226892263287,77.25954977391133,78.55590030491028,78.51466176608088,79.13260856762841,79.97840407864139,78.63152618560817,81.85442633927279,82.16608257328438,82.78362071742326,84.07847353807652,85.63938390045051,86.71761776645414,87.6128775331764
Lesotho,,,,,,,,,,,4.25876010781671,1.4139130115509,3.53884363174438,5.64502000808716,6.8,9.78590774536133,9.7,13.8650350570679,15.9093961715698,17.0,17.0,22.2006778717041,20.56,26.6152305603027,27.8,31.8150539398193,35.28564453125,33.7,47.0
de dividende tardif démographique,,,,,,,,,,,95.71069255147592,96.03981794154706,96.57814512362815,96.82529538205333,97.08266839907819,97.5827645267005,98.21020691540268,97.93270866183734,98.23717622418555,97.85466904320772,98.44925291368281,98.66657353779318,98.80740625894941,98.95796893194374,98.95282937561242,98.87050054891759,99.21498135877818,99.32015208069333,99.41005371952265
Lituanie,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Luxembourg,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Lettonie,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"Région administrative spéciale de Macao, Chine",,,,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Saint-Martin (fr),,,,,,,,,,,,,,,,,,,,,64.35,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Maroc,,,49.2,55.5234718322754,57.538688659668,56.5,61.5751075744629,63.5975112915039,65.6226577758789,67.6469268798828,69.6658554077148,71.6749649047852,73.669792175293,75.645866394043,78.2,79.5265426635742,96.5,83.345458984375,85.2597122192383,87.1926116943359,91.5135498046875,92.7163162231445,93.7535629272461,97.2,91.6,99.6117553710938,99.7435684204102,100.0,100.0
Monaco,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Moldova,,,,,,,,,,,,,99.0,100.0,99.1,98.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Madagascar,,,9.2,10.3103733062744,10.7732467651367,11.2379179000854,11.7049827575684,10.9,12.6478490829468,13.119779586792,13.5863637924194,14.8,14.48561668396,20.3,15.3098516464233,15.6853399276733,16.0447196960449,16.3995742797852,16.7614879608154,17.4,17.5528316497803,14.3,18.5080108642578,12.9,19.6377620697021,20.2471370697021,22.9,24.1,25.9078121185303
Maldives,,,,,,,,,,,83.8,87.5333404541016,88.4616622924805,89.3712310791016,90.2575836181641,91.1189117431641,91.9641265869141,92.8048248291016,93.6525726318359,99.9,99.1093292236328,99.4526519775391,99.6304626464844,99.5677947998047,100.0,99.8356552124023,99.9652404785156,99.8,100.0
Afrique du Nord et Moyen-Orient,,,,,,,,,,,90.9440439454176,91.3772006047595,91.45134885797737,92.49283414489614,92.38938366359922,93.32731152537389,95.62257843596842,93.95457733109227,94.49810994178885,94.89081240676686,96.26081862237879,96.38393239633118,96.58512221475426,97.07876275646667,96.13814297753565,97.0304606884215,97.19576402570671,97.74727276065144,96.46889149287637
Mexique,,,93.145981,95.3749389648438,95.238294,95.8225326538086,96.093624,96.2797088623047,96.092755,96.744499206543,98.007132,97.1879043579102,97.897085,97.5741729736328,98.597701,98.932728,99.11416,98.1045074462891,98.914037,98.3670272827148,99.236696,99.1445693969727,99.111637,99.3201751708984,99.172928,99.0,99.5,100.0,100.0
Îles Marshall,,,,,,,,,,68.5242358752702,68.5533828735352,70.0790710449219,71.5904693603516,73.0831146240234,74.5525436401367,75.9969482421875,77.4252471923828,72.3,80.2798461914063,81.7293243408203,88.9889144897461,89.919606785433,90.6328430175781,91.1315765380859,91.677131652832,92.5222244262695,93.4190902709961,94.6490020751953,96.3554763793945
Revenu intermédiaire,,,,,,,,,,,77.5456090149952,76.9094252038636,78.76496879281869,79.56301655248038,79.93755408276652,81.010907085089,81.9552807393007,82.52979779052119,83.33878703157445,84.4411852725834,85.18658183964021,83.8744344305926,87.02984171125225,87.4215116168036,88.11730665109098,89.60231951120885,90.80568737617376,91.86678653153476,92.80227913113235
Macédoine du Nord,,,,,,,,,,,,,,,,,99.0,100.0,99.2,99.2,100.0,99.7261638038337,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Mali,,,,,,,6.2,3.62166619300842,5.54325151443481,7.46396017074585,9.37932205200195,10.8,13.1761312484741,15.048638343811,16.8979225158691,18.722188949585,16.6,22.3339786529541,24.1446704864502,24.0308958348372,27.8335704803467,29.7349452972412,25.6,33.6821594238281,35.7136154174805,37.6,41.2377777099609,43.1,50.9
Malte,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Myanmar,,,,,,,,,,,,,47.0,45.2642059326172,46.3459053039551,47.4025840759277,48.4431571960449,49.4792022705078,50.5223083496094,51.584056854248,48.8,53.8098258972168,54.9935989379883,56.221866607666,52.0,60.5,55.6,69.8148365975088,66.2645721435547
Afrique du Nord et Moyen-Orient (hors revenu élevé),,,,,,,,,,,89.30469099979284,89.84009623123859,90.0247483372246,91.22252893596993,91.10329227551611,92.17446013201052,94.92285602689883,92.95872093780443,93.5635569889161,94.09399083143477,95.66372255435464,95.79554962682802,96.02122643535833,96.59081873065693,95.48706362758396,96.52588069242304,96.7249719133352,97.366301166631,95.86008362835844
Monténégro,,,,,,,,,,,,,,,,99.830220713073,100.0,100.0,100.0,100.0,100.0,99.0,100.0,99.7,97.7,100.0,100.0,100.0,100.0
Mongolie,,,,,,,,,,,67.3,71.7931823730469,72.8867111206055,76.3,75.0130386352539,86.2,77.0499954223633,78.0558929443359,79.06884765625,80.1004486083984,78.502080443828,72.0570749108204,83.419548034668,81.2,85.8513870239258,88.0488510131836,91.062370300293,93.8436584472656,98.1
Mariannes,99.948600769043,99.9618148803711,99.9750442504883,99.9871673583984,99.9956436157227,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9993591308594,99.9912643432617,99.9594879150391,99.895133972168,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Mozambique,,,,,,,,6.6,3.43861103057861,4.71277284622192,5.98158836364746,5.7,8.48530292510986,8.1,10.9140014648438,12.0917205810547,13.2533311843872,12.4,13.5712238463743,15.0,17.9900646209717,20.2,21.4001407623291,22.781946182251,24.8,24.0,27.7186756134033,29.26637840271,31.1
Mauritanie,,,,,,,,,,,,22.2,21.6172542572021,22.9939422607422,24.3474063873291,18.2,26.9881916046143,33.0405405405405,30.0,30.9443950653076,33.6674308776855,35.1350479125977,36.4371452331543,37.4987716674805,38.8,39.5,41.4749565124512,42.9,44.526912689209
Maurice,,,,,,,,,,,99.0,99.4514770507813,99.4,99.1305999755859,98.9375610351563,98.7195053100586,98.4853363037109,98.2466430664063,98.0150146484375,97.8020248413086,100.0,99.4,97.3873519897461,97.3408889770508,97.3300170898438,97.3458404541016,97.3794708251953,97.4219970703125,97.4660034179688
Malawi,,,3.2,1.32817423343658,1.79720222949982,2.26802659034729,2.74124574661255,3.21745896339417,3.69641995429993,4.17450428009033,4.8,5.11016511917114,5.55880260467529,6.2,6.9,6.77698755264282,3.65322733295476,7.50352907180786,7.8715968132019,8.25830841064453,8.7,7.6,7.4,9.0,11.9,10.8,11.0,12.7,18.02
Malaisie,,,,,,,,,,,,,,,,,,,,99.3,99.2311859130859,99.5070953369141,99.8,99.9274368286133,99.9895629882813,100.0,100.0,100.0,100.0
Amérique du Nord,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Namibie,,,26.4,27.0,28.9611072540283,29.9683971405029,30.978084564209,31.9907646179199,33.0061912536621,34.0207443237305,36.5,36.0293388366699,37.0144424438477,37.9807929992676,38.9239196777344,39.8420257568359,40.744026184082,43.7,42.5460357666016,44.1,44.4226226806641,42.3,46.4630432128906,47.4,48.678035736084,51.6,49.7,52.5,53.8738746643066
Nouvelle-Calédonie,99.9251403808594,99.9392852783203,99.9536743164063,99.968620300293,99.983154296875,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Niger,,,4.4,4.04445028305054,4.58914136886597,6.2,7.0,6.23638868331909,6.7,7.34476089477539,6.48148148148148,8.43174839019775,8.9560489654541,9.46159553527832,9.94391918182373,7.1,9.3,11.2790927886963,11.7228240966797,12.1851997375488,12.9348926544189,14.3,14.4,15.1423692703247,15.709527015686,16.6,17.4946937561035,18.18092918396,17.6
Nigéria,27.3,34.7928619384766,35.6833267211914,36.574390411377,37.4666519165039,38.3607063293457,39.2571601867676,40.1566047668457,41.0587997436523,44.9,42.856086730957,43.7422409057617,44.6141128540039,52.2,46.297119140625,47.101993560791,47.8907623291016,50.1309194284432,50.3,50.2762489318848,48.0,55.9,53.2793312072754,55.6,54.9188957214355,52.5,59.3,54.4,56.5
Nicaragua,,,,72.064174,68.6579132080078,69.3494644165039,70.0434188842773,70.740364074707,69.047103,72.1388702392578,72.8323364257813,72.22158,74.1853561401367,74.8359756469727,75.4633636474609,73.821815,76.6520004272461,77.2337417602539,77.8225402832031,77.916313,79.0676498413086,79.7471313476563,80.4766006469727,81.2505645751953,81.853073,83.6819152832031,85.3556060791016,86.8,88.0779571533203
Pays-Bas,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Norvège,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Népal,,,,,,,17.9,16.2691783905029,20.0824089050293,23.8947620391846,27.7017688751221,24.6,35.281867980957,39.0460205078125,37.2,46.5028610229492,51.2,53.8979377746582,57.6002769470215,61.3212585449219,68.6,67.26,74.9439544677734,78.2463607788086,84.9,85.2443618774414,90.7,92.4131927490234,93.92
Nauru,,,,,,,,,,,,,,,,,,99.8,99.1563415527344,99.066520690918,99.0069198608398,99.0,99.0213394165039,99.098030090332,99.2103271484375,99.0,99.5061111450195,99.6717987060547,99.8389739990234
Nouvelle-Zélande,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Pays membres de l'OCDE,99.54673588025274,99.61401702175932,99.0918436523724,99.2850925227443,99.280457878263,99.30088173630138,99.36318186270404,99.39209610612807,99.39617865423229,99.45155617521928,99.63044189958018,99.51101479790933,99.58400040419646,99.58144945490858,99.66590250159895,99.75883920540176,99.74712268113122,99.64481363485265,99.75890138010614,99.6961803454345,99.81140178261563,99.79888146615652,99.81446303166936,99.85419856629714,99.84588558947125,99.83947988837461,99.8962018431847,99.94545794939647,99.99766727961848
Oman,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9998168945313,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
